,czone_x,statefip,yr,t2,timepwt24,d_impusch_p9,d_impuschm_p9cen,d_impuschf_p9cen,d_impotch_p9_lag,czone_y,d_avg_lnwkwage,d_avg_lnwkwage_m,d_avg_lnwkwage_f
191,6501.0,13,2000.0,1.0,0.00021600946,1.4576199,0.5839004,0.87371963,2.0091145,6501.0,-5.3555627,-8.761406,0.021253314
192,6502.0,47,1990.0,0.0,0.0006891578,2.5082612,1.5792294,0.9290319,3.0926507,6502.0,15.007067,13.575888,15.721655
193,6502.0,47,2000.0,1.0,0.0010084964,4.3996205,2.3162575,2.0833633,4.315207,6502.0,0.22404534,-1.8690655,6.438323
194,6600.0,13,1990.0,0.0,0.0014030412,1.2369472,0.59008884,0.6468584,0.6987141,6600.0,14.604759,11.650467,18.31379
195,6600.0,13,2000.0,1.0,0.0020882047,1.8157195,0.8367242,0.9789953,1.7792735,6600.0,-1.5268326,-4.7198706,3.5813875
196,6700.0,12,1990.0,0.0,0.008371609,0.47574806,0.2908724,0.18487568,0.33513495,6700.0,15.213251,12.192488,19.311142
197,6700.0,12,2000.0,1.0,0.011951547,1.2404754,0.74858654,0.49188897,0.93693894,6700.0,6.9016733,5.3642817,8.716787
198,6800.0,12,1990.0,0.0,0.0019975759,0.32800996,0.17701262,0.15099733,0.32621542,6800.0,8.930063,4.76861,14.540052
199,6800.0,12,2000.0,1.0,0.0029966647,0.48607248,0.28378105,0.20229138,0.6932764,6800.0,4.4424872,-1.8243108,12.022018
200,6900.0,12,1990.0,0.0,0.0025291564,0.39191708,0.19240041,0.19951668,0.2182917,6900.0,16.219473,14.002132,19.49439
201,6900.0,12,2000.0,1.0,0.0038125836,0.5809118,0.32243192,0.25847992,0.61697674,6900.0,7.0650234,4.3452806,9.910039
202,7000.0,12,1990.0,0.0,0.013259016,0.5152678,0.28304604,0.2322217,0.7122071,7000.0,10.035801,7.942486,12.870026
203,7000.0,12,2000.0,1.0,0.019785926,0.95148486,0.51894784,0.43253708,1.3339045,7000.0,3.2644272,2.7455602,4.733426
204,7100.0,12,1990.0,0.0,0.0047771283,0.9872659,0.518678,0.46858788,0.3201448,7100.0,10.016346,6.2559605,15.046835
205,7100.0,12,2000.0,1.0,0.0077098426,0.7040012,0.36621535,0.33778584,0.77340156,7100.0,-0.1877376,-3.8200788,4.5824733
206,7200.0,12,1990.0,0.0,0.0019789159,0.19265291,0.14875045,0.043902446,0.085014224,7200.0,13.624859,9.86495,18.302011
207,7200.0,12,2000.0,1.0,0.0034554056,0.15677175,0.111044176,0.045727585,0.16371341,7200.0,8.406503,4.892554,12.554373
208,7300.0,12,1990.0,0.0,0.0019858924,0.6534118,0.38542116,0.26799065,0.5234481,7300.0,7.9199314,5.508518,13.572311
209,7300.0,12,2000.0,1.0,0.0029619378,5.525221,2.7443697,2.7808511,2.650974,7300.0,4.8709598,3.4441948,7.2866163
210,7400.0,12,1990.0,0.0,0.0050999164,0.41872332,0.26928574,0.14943758,0.35566002,7400.0,11.871099,10.2116585,14.830399
211,7400.0,12,2000.0,1.0,0.008545369,0.6064966,0.3942883,0.21220826,0.86311466,7400.0,3.9318628,2.0802362,7.3487415
212,7500.0,12,1990.0,0.0,0.0018836785,0.45614973,0.28687876,0.16927099,0.30917907,7500.0,9.372759,8.334112,11.960554
213,7500.0,12,2000.0,1.0,0.0028334123,0.6939335,0.45011052,0.24382293,1.0189984,7500.0,8.194991,6.218842,11.629514
214,7600.0,12,1990.0,0.0,0.0039023352,0.31352434,0.1963928,0.117131524,0.1977908,7600.0,14.543533,14.154053,17.609215
215,7600.0,12,2000.0,1.0,0.005896828,0.3380991,0.20249717,0.13560191,0.4284022,7600.0,8.839267,7.2431564,11.708804
216,7700.0,12,1990.0,0.0,0.0004864619,0.19198507,0.12807135,0.063913725,0.697055,7700.0,10.246134,6.796646,17.53068
217,7700.0,12,2000.0,1.0,0.00074800645,0.4004844,0.2838107,0.116673656,0.70941585,7700.0,3.4377236,-0.93187606,8.610112
218,7800.0,12,1990.0,0.0,0.0011643518,0.41775283,0.23536102,0.18239184,0.30737993,7800.0,10.945272,10.235071,12.479305
219,7800.0,12,2000.0,1.0,0.0018974113,0.9974766,0.35986704,0.6376095,0.6988948,7800.0,8.961064,6.2189784,13.011864
220,7900.0,12,1990.0,0.0,0.0010533043,0.2756607,0.17057587,0.10508481,0.2509429,7900.0,10.273695,9.467316,11.922121
221,7900.0,12,2000.0,1.0,0.0016136687,0.67035484,0.4632987,0.20705613,0.70301443,7900.0,9.277344,8.333683,10.466985
222,8000.0,45,1990.0,0.0,0.00077893893,0.82130975,0.47702044,0.34428927,1.7671582,8000.0,13.980007,12.724018,20.116282
223,8000.0,45,2000.0,1.0,0.0010456232,2.024718,0.87232155,1.1523966,2.6042883,8000.0,3.3562522,1.3790811,5.362647
224,8100.0,45,1990.0,0.0,0.0025253005,0.5151107,0.3149547,0.20015603,0.8863912,8100.0,14.620686,12.627697,17.915678
225,8100.0,45,2000.0,1.0,0.0036611406,1.295139,0.6274297,0.66770923,1.3245175,8100.0,1.7763546,-1.9480159,6.5612793
226,8201.0,45,1990.0,0.0,0.00027086484,0.84265125,0.46424946,0.3784018,1.9743266,8201.0,14.395285,12.934017,18.443584
227,8201.0,45,2000.0,1.0,0.00036628605,2.8161793,1.4760525,1.3401269,3.7731879,8201.0,-5.0481386,-10.424341,1.0187967
228,8202.0,45,1990.0,0.0,0.0021881433,0.31204486,0.17218873,0.13985616,0.36655077,8202.0,15.40122,13.809729,22.872877
229,8202.0,45,2000.0,1.0,0.0029438103,0.5293432,0.32443145,0.20491171,0.76063097,8202.0,7.792677,7.442815,9.24996
230,8300.0,45,1990.0,0.0,0.0031216566,0.9390088,0.5265659,0.41244292,1.0205197,8300.0,14.663982,12.064791,18.46137
231,8300.0,45,2000.0,1.0,0.0044795997,1.6766729,0.873937,0.8027358,2.0078163,8300.0,1.9811223,-0.66041946,4.2812486
232,8401.0,13,1990.0,0.0,0.0018691885,0.5057341,0.29042688,0.21530722,1.4079645,8401.0,11.035252,8.922863,15.795708
233,8401.0,13,2000.0,1.0,0.002622782,1.2092515,0.5508714,0.6583802,2.1689894,8401.0,0.9724753,-3.2066617,6.1171393
234,8402.0,13,1990.0,0.0,0.00012845834,0.45616272,0.1691108,0.28705192,4.7591863,8402.0,17.450571,14.9430275,20.417643
235,8402.0,13,2000.0,1.0,0.00018023251,3.2904778,0.7674099,2.523068,5.7837396,8402.0,-5.3310394,-10.950021,1.4902524
236,8501.0,13,1990.0,0.0,9.963065e-05,1.4919139,0.8241622,0.6677517,2.4338033,8501.0,13.456821,10.337925,18.435907
237,8501.0,13,2000.0,1.0,0.00013721855,2.4034069,0.5936928,1.809714,1.7041873,8501.0,-4.091399,-6.0694556,-1.4719963
238,8502.0,13,1990.0,0.0,0.00014971747,0.80703515,0.3057497,0.5012854,2.1179001,8502.0,6.6308975,-0.3982067,12.701893
239,8502.0,13,2000.0,1.0,0.0002107073,2.7810757,1.1148885,1.6661872,1.3768766,8502.0,-0.09468623,0.37949425,-1.7866406
240,8503.0,13,1990.0,0.0,0.00083203736,0.48256245,0.2496807,0.23288177,1.2077713,8503.0,13.781786,11.457157,17.7176
241,8503.0,13,2000.0,1.0,0.0012222076,1.3417616,0.4510268,0.8907347,1.2403702,8503.0,0.8664812,-0.40006638,2.379213
242,8601.0,13,1990.0,0.0,0.0004046204,1.008269,0.51276076,0.49550807,2.0886981,8601.0,15.041399,10.936642,20.501184
243,8601.0,13,2000.0,1.0,0.000564346,1.6157701,0.44819903,1.1675711,2.3410602,8601.0,3.9831572,4.2926245,4.458019
244,8602.0,13,1990.0,0.0,0.0003322176,0.7156856,0.37410137,0.34158427,0.7271673,8602.0,17.903376,19.377995,21.41757
245,8602.0,13,2000.0,1.0,0.0004667369,0.39858934,0.25697592,0.1416134,0.907813,8602.0,1.9168854,0.83119524,7.98096
246,8701.0,13,1990.0,0.0,0.0004375174,0.22558984,0.090378895,0.13521095,1.9740354,8701.0,13.565969,11.123085,17.943525
247,8701.0,13,2000.0,1.0,0.00066417595,1.7586318,0.29520023,1.4634317,1.6858444,8701.0,7.43791,8.781774,10.2928705
248,8702.0,13,1990.0,0.0,0.00037882078,0.74452484,0.408865,0.3356598,2.2534063,8702.0,17.234564,11.804295,21.95735
249,8702.0,13,2000.0,1.0,0.000553619,3.3211854,1.4102249,1.9109604,2.376438,8702.0,-2.739702,-4.5872416,3.3687181
250,8800.0,13,1990.0,0.0,0.0014529612,0.1850147,0.081243984,0.10377071,0.28212854,8800.0,12.692595,9.869432,17.929792
251,8800.0,13,2000.0,1.0,0.0021681865,0.24434908,0.16531026,0.079038806,0.46000412,8800.0,4.9768176,4.0296144,7.599081
252,8900.0,13,1990.0,0.0,0.0013917334,0.8736575,0.47914168,0.39451587,1.0820247,8900.0,10.862398,6.5761566,16.958618
253,8900.0,13,2000.0,1.0,0.0019294008,1.012454,0.38045445,0.63199955,1.2452906,8900.0,1.9773755,2.4473326,2.0974023
254,9001.0,13,1990.0,0.0,0.00040058725,1.313711,0.4802496,0.83346134,2.1957915,9001.0,13.921165,9.489107,18.72425
255,9001.0,13,2000.0,1.0,0.0005327261,2.9782035,0.7778451,2.2003582,1.8346004,9001.0,-6.114483,-10.134493,1.0286058
256,9002.0,13,1990.0,0.0,0.00029595327,0.45378533,0.30502066,0.14876465,0.5635756,9002.0,14.465475,11.352539,19.422102
257,9002.0,13,2000.0,1.0,0.00042542152,1.5132487,0.58116114,0.93208754,0.740886,9002.0,-7.278715,-15.782356,2.6370456
258,9003.0,13,1990.0,0.0,0.00027453786,0.795154,0.48073447,0.31441954,3.1538692,9003.0,16.672564,14.454412,19.771671
259,9003.0,13,2000.0,1.0,0.00037617027,2.0284092,0.7589767,1.2694327,3.4459054,9003.0,-8.261,-15.881266,1.6040802
260,9100.0,13,1990.0,0.0,0.011061829,0.84542066,0.5219759,0.3234448,0.42902654,9100.0,14.387465,10.853577,18.458557
261,9100.0,13,2000.0,1.0,0.019011823,0.8102192,0.48919404,0.32102522,0.7794248,9100.0,-1.2818745,-3.4996443,1.8240383
262,9200.0,13,1990.0,0.0,0.0004756247,1.1779753,0.48474059,0.6932347,1.8250436,9200.0,26.771069,26.019144,27.298832
263,9200.0,13,2000.0,1.0,0.0006755166,2.7175686,0.872544,1.8450246,2.2040958,9200.0,-1.0579654,-3.4776416,1.3768332
264,9301.0,13,1990.0,0.0,0.0006724126,0.9008971,0.456094,0.44480312,2.211814,9301.0,15.892267,12.830067,18.610954
265,9301.0,13,2000.0,1.0,0.001060718,1.450099,0.80773246,0.6423666,2.174955,9301.0,0.04359654,-1.9456317,3.8922853
266,9302.0,13,1990.0,0.0,0.00031905514,1.5250655,0.9013179,0.6237477,4.21809,9302.0,8.451653,7.733202,10.564518
267,9302.0,13,2000.0,1.0,0.0004476671,3.3162534,1.6376413,1.6786121,3.0872715,9302.0,-3.7473269,-6.781851,0.79720366
268,9400.0,13,1990.0,0.0,0.0007747258,0.64327735,0.3774452,0.2658322,1.9053869,9400.0,14.955139,10.825586,19.24696
269,9400.0,13,2000.0,1.0,0.0013624073,2.1267896,1.0206728,1.1061169,1.9802597,9400.0,-4.677636,-5.532401,-2.602509
270,9500.0,1,1990.0,0.0,0.0005563143,1.7272435,0.770131,0.9571125,2.154877,9500.0,12.840319,9.434938,16.670322
271,9500.0,1,2000.0,1.0,0.00075012544,1.9455549,0.6028825,1.3426723,2.0440745,9500.0,0.6908689,-2.3622513,4.9731393
272,9600.0,13,1990.0,0.0,0.0016056078,1.5946416,0.82898355,0.76565814,2.303457,9600.0,20.113564,17.250967,23.782873
273,9600.0,13,2000.0,1.0,0.0022913662,2.3721812,1.0685229,1.3036584,2.48923,9600.0,0.919274,-2.1781921,5.157607
274,9701.0,13,1990.0,0.0,0.0011829311,0.8943378,0.41999644,0.4743413,0.48635402,9701.0,14.078617,12.361336,20.38455
275,9701.0,13,2000.0,1.0,0.001521785,0.91793424,0.506143,0.4117912,0.8741746,9701.0,-0.094958715,-3.5209656,4.7296796
276,9702.0,13,1990.0,0.0,0.00024624768,2.1157737,1.2410511,0.8747227,1.6945161,9702.0,4.858923,-2.1391392,11.527109
277,9702.0,13,2000.0,1.0,0.00033062304,1.9803884,1.1016896,0.87869877,2.5206435,9702.0,1.6711781,3.056458,-1.848902
278,9800.0,1,1990.0,0.0,0.0005029692,1.3212329,0.9701104,0.35112256,1.670793,9800.0,13.4112835,10.416651,17.432499
279,9800.0,1,2000.0,1.0,0.00075950316,2.6850834,1.7207695,0.9643139,1.9863156,9800.0,9.5862665,8.449418,11.358874
280,9900.0,12,1990.0,0.0,0.0014090525,0.32154885,0.19770299,0.12384585,0.4699553,9900.0,13.151026,10.116148,16.759825
281,9900.0,12,2000.0,1.0,0.0021395255,0.66297823,0.32316804,0.3398102,0.5895834,9900.0,4.667282,1.6489711,7.9980574
282,10000.0,12,1990.0,0.0,0.0006005477,0.31787395,0.17313422,0.14473978,0.23757695,10000.0,18.242693,15.553856,22.76783
283,10000.0,12,2000.0,1.0,0.0008529092,0.16013944,0.12965599,0.030483441,0.46080613,10000.0,11.301108,9.349959,15.344347
284,10101.0,13,1990.0,0.0,0.00016389911,0.9900489,0.4032159,0.58683306,0.76433975,10101.0,17.984295,13.4019375,25.064611
285,10101.0,13,2000.0,1.0,0.00021743681,1.604487,0.6398449,0.9646421,0.9601161,10101.0,0.4553795,3.1465802,-3.184114
286,10102.0,13,1990.0,0.0,0.0002391589,1.0238225,0.5565873,0.46723527,1.1143043,10102.0,17.984295,13.401985,25.064611
287,10102.0,13,2000.0,1.0,0.0003275176,2.0720117,0.7110999,1.3609117,1.0524946,10102.0,0.4553795,3.1465802,-3.184114
288,10200.0,13,1990.0,0.0,0.00067462935,0.3809853,0.13883731,0.242148,0.9592626,10200.0,17.029095,13.492537,22.775698
289,10200.0,13,2000.0,1.0,0.00090922357,1.157549,0.36466157,0.7928875,1.180314,10200.0,-3.5670824,-6.136894,0.40565217
290,10301.0,13,1990.0,0.0,0.00022620671,1.4644557,0.7487231,0.7157326,2.4551547,10301.0,6.136656,4.55637,11.815119
291,10301.0,13,2000.0,1.0,0.0003050329,2.7210777,1.1442974,1.5767803,2.2066574,10301.0,-0.788893,-1.8313954,0.73160446
292,10302.0,1,1990.0,0.0,0.00086423295,0.8594716,0.38064244,0.4788292,2.0216014,10302.0,13.292456,12.109804,16.288805
293,10302.0,1,2000.0,1.0,0.001121307,2.4912195,0.9929211,1.4982984,2.08879,10302.0,3.2589097,2.8868403,5.077294
294,10400.0,28,1990.0,0.0,0.00060128997,2.1764796,1.2960231,0.8804565,1.9759068,10400.0,11.805439,7.848692,17.706537
295,10400.0,28,2000.0,1.0,0.0007931005,2.3125641,1.2012944,1.1112696,1.9807832,10400.0,8.105551,10.36065,5.220413
296,10501.0,28,1990.0,0.0,0.00037165865,1.3685495,0.8285148,0.54003465,2.0595345,10501.0,17.606258,18.242598,18.764448
297,10501.0,28,2000.0,1.0,0.0004755532,2.1135695,1.1207097,0.9928599,2.2159777,10501.0,-1.9813945,-1.8848691,-0.22847313
298,10502.0,28,1990.0,0.0,0.00039470667,2.440406,1.313593,1.1268128,2.821479,10502.0,11.464405,10.054493,16.09826
299,10502.0,28,2000.0,1.0,0.0005194787,3.7387128,1.6089061,2.1298065,3.4697971,10502.0,-4.486833,-7.369109,-0.48691887
300,10600.0,1,1990.0,0.0,0.0006178122,1.775468,0.9128723,0.86259574,2.7874222,10600.0,18.035698,12.95495,26.899433
301,10600.0,1,2000.0,1.0,0.000810925,2.723782,1.2833462,1.4404359,2.8110108,10600.0,-0.3517696,-1.7320769,4.483836
302,10700.0,1,1990.0,0.0,0.0038152186,0.40273112,0.2876027,0.11512842,0.3732827,10700.0,15.824842,12.513113,21.188593
303,10700.0,1,2000.0,1.0,0.005191088,0.5019538,0.30227697,0.19967681,0.8033645,10700.0,4.434449,3.323555,6.5773554
304,10801.0,1,1990.0,0.0,0.0009864403,0.87957567,0.57210493,0.30747074,1.1156895,10801.0,15.326405,13.584137,19.809914
305,10801.0,1,2000.0,1.0,0.001303969,1.0715141,0.578825,0.4926892,1.38363,10801.0,5.0865583,2.2326877,9.424959
306,10802.0,1,1990.0,0.0,0.00026481965,0.53450775,0.26206928,0.27243844,2.0738418,10802.0,17.563486,15.581036,22.848463
307,10802.0,1,2000.0,1.0,0.00031652968,1.6743978,0.513453,1.1609449,1.4463189,10802.0,-1.9500597,-8.358069,6.6266737
308,10900.0,12,1990.0,0.0,0.002091962,0.25761485,0.11310137,0.14451349,0.33536637,10900.0,13.596535,12.159443,16.996431
309,10900.0,12,2000.0,1.0,0.0031216666,0.4605539,0.18897994,0.27157402,0.50945306,10900.0,5.9947968,3.008093,11.967182
310,11001.0,1,1990.0,0.0,0.0021498413,0.43853813,0.24060395,0.19793418,0.42020088,11001.0,12.825251,11.524248,17.022991
311,11001.0,1,2000.0,1.0,0.003001916,0.72478896,0.38475358,0.34003535,0.7094871,11001.0,4.958289,3.5502572,8.958067
312,11002.0,1,1990.0,0.0,0.00029552946,1.2738804,0.5190434,0.7548369,1.9053895,11002.0,12.543821,12.830687,15.317535
313,11002.0,1,2000.0,1.0,0.00038656758,2.2834873,0.61356145,1.6699258,1.4595594,11002.0,-3.5478048,-5.1000457,2.2552354
314,11101.0,1,1990.0,0.0,0.0013082938,0.47353894,0.26951516,0.20402375,0.50206244,11101.0,14.929819,13.740778,18.219328
315,11101.0,1,2000.0,1.0,0.0018424516,0.9488256,0.5845245,0.36430106,0.8792051,11101.0,4.970346,3.190381,6.301199
316,11102.0,1,1990.0,0.0,0.00031779884,0.53407836,0.19560517,0.33847314,3.3687017,11102.0,16.37435,13.268614,19.68894
317,11102.0,1,2000.0,1.0,0.00040271587,2.1978004,0.40202984,1.7957706,1.9138418,11102.0,2.2536006,3.1277113,2.182688
318,11201.0,51,1990.0,0.0,0.00081934175,0.2890678,0.18751848,0.10154935,0.5600379,11201.0,4.3154716,1.9135475,12.99696
319,11201.0,51,2000.0,1.0,0.0009925072,0.95200473,0.47585708,0.47614765,0.86415243,11201.0,-2.169473,-2.1743774,-0.12547629
320,11202.0,54,1990.0,0.0,0.00025895223,0.006417894,0.0051085846,0.0013093093,0.055650365,11202.0,3.6346912,-0.59485435,11.537695
321,11202.0,54,2000.0,1.0,0.0002666909,0.036120083,0.030100092,0.0060199886,0.094719246,11202.0,-0.78255785,-1.5581676,3.1894956
322,11203.0,51,1990.0,0.0,0.00034814878,0.2613858,0.09562126,0.16576456,0.57483405,11203.0,8.178091,7.536936,15.858603
323,11203.0,51,2000.0,1.0,0.00041525322,1.1092299,0.28901032,0.82021964,0.54215264,11203.0,-4.8536572,-4.8840384,0.27615684
324,11301.0,51,1990.0,0.0,0.00070022047,0.20546955,0.17305796,0.032411598,0.16113538,11301.0,13.742113,11.511898,18.550158
325,11301.0,51,2000.0,1.0,0.0011968283,0.26009038,0.19067273,0.069417655,0.49563283,11301.0,15.331404,13.0066185,18.490791
326,11302.0,24,1990.0,0.0,0.009514768,0.6294812,0.39192092,0.23756024,0.7910758,11302.0,12.312984,9.741211,17.449093
327,11302.0,24,2000.0,1.0,0.012586885,0.6789339,0.41361615,0.2653178,1.8974404,11302.0,12.082577,10.911737,14.786379
328,11303.0,51,1990.0,0.0,0.00021240137,0.21441284,0.105170675,0.109242156,0.74032056,11303.0,8.903027,4.173517,17.905045
329,11303.0,51,2000.0,1.0,0.0003008223,0.49877408,0.23043156,0.26834252,0.59985626,11303.0,8.881773,7.689067,10.269642
330,11304.0,24,1990.0,0.0,0.016332384,0.2369839,0.14386162,0.093122266,0.12063185,11304.0,12.949991,9.684849,17.223072
331,11304.0,24,2000.0,1.0,0.023238663,0.3089814,0.19687898,0.11210238,0.41818535,11304.0,14.739241,14.25675,15.68222
332,11401.0,26,1990.0,0.0,0.0005099393,0.17145632,0.12536265,0.046093676,0.11296992,11401.0,12.542915,11.648607,21.24958
333,11401.0,26,2000.0,1.0,0.0006100624,0.43324748,0.33111408,0.102133386,0.37045878,11401.0,1.130649,-2.7603421,6.811823
334,11402.0,26,1990.0,0.0,0.00044627718,1.5288225,0.9987894,0.53003305,0.47985372,11402.0,10.964823,7.882929,20.514011
335,11402.0,26,2000.0,1.0,0.0005753971,1.4336475,0.97814286,0.45550472,1.227549,11402.0,3.6531177,3.198896,5.09337
336,11403.0,26,1990.0,0.0,0.00020629076,0.18157132,0.13784611,0.043725204,0.17495812,11403.0,11.564922,9.744978,20.954943
337,11403.0,26,2000.0,1.0,0.00029228802,0.3347025,0.3082132,0.026489303,0.25408575,11403.0,-1.4136859,-8.729458,9.152276
338,11500.0,26,1990.0,0.0,0.0011610491,1.0616399,0.85219157,0.20944837,0.49177152,11500.0,15.251684,12.338591,21.053362
339,11500.0,26,2000.0,1.0,0.0015247958,1.5505295,1.1301094,0.4204202,1.8449247,11500.0,-9.085519,-14.194897,-1.0375296
340,11600.0,26,1990.0,0.0,0.020555934,1.7388942,1.1369642,0.6019299,0.52798873,11600.0,13.625097,11.742449,17.827702
341,11600.0,26,2000.0,1.0,0.026624639,0.8290609,0.601962,0.22709896,1.3363377,11600.0,-7.2737417,-9.608132,-1.5018327
342,11700.0,26,1990.0,0.0,0.0017536451,0.17961743,0.12259094,0.057026487,0.10762993,11700.0,11.978197,8.347511,18.252325
343,11700.0,26,2000.0,1.0,0.002232921,0.34687045,0.25554588,0.091324545,0.4085247,11700.0,-5.212852,-9.634222,1.0625294
344,11800.0,26,1990.0,0.0,0.00048011454,0.38776743,0.28425875,0.10350872,0.18735828,11800.0,12.358475,8.09927,20.296812
345,11800.0,26,2000.0,1.0,0.00069226185,0.8836256,0.6325589,0.2510668,0.60585976,11800.0,-5.082539,-7.284709,0.39638793
346,11900.0,26,1990.0,0.0,0.00214496,1.820915,1.3552318,0.4656833,0.37457418,11900.0,11.653614,9.601355,18.134212
347,11900.0,26,2000.0,1.0,0.0026941183,0.9902388,0.7389431,0.2512957,1.2171062,11900.0,-6.8633213,-10.899203,1.3614382
348,12001.0,26,1990.0,0.0,0.00042255127,1.1923438,0.6285907,0.5637531,0.71726054,12001.0,7.770872,5.002308,16.077232
349,12001.0,26,2000.0,1.0,0.00060622825,1.7067459,1.1981483,0.5085976,1.9581668,12001.0,-3.0015538,-7.1896143,2.4947438
350,12002.0,26,1990.0,0.0,0.00018821647,0.7081203,0.497869,0.21025121,0.9287976,12002.0,8.618116,5.9803963,15.630722
351,12002.0,26,2000.0,1.0,0.0002676477,0.87097436,0.60699046,0.2639839,1.952903,12002.0,-2.7035306,-7.3778286,3.4155164
352,12100.0,26,1990.0,0.0,0.0019256406,1.4576106,1.0909171,0.36669362,0.46167272,12100.0,10.449839,7.645321,15.040302
353,12100.0,26,2000.0,1.0,0.002549687,0.9549702,0.6688076,0.28616253,1.2388908,12100.0,-4.990169,-7.310254,-1.1207716
354,12200.0,26,1990.0,0.0,0.004507058,0.9825713,0.6842104,0.29836094,0.5824797,12200.0,12.808561,10.305548,18.126965
355,12200.0,26,2000.0,1.0,0.0064539467,1.2365311,0.79868597,0.4378452,1.5860522,12200.0,-6.2308993,-9.447779,-0.9985651
356,12301.0,26,1990.0,0.0,0.0005009076,0.47939062,0.24729171,0.2320989,0.30018908,12301.0,15.631771,13.935375,19.283152
357,12301.0,26,2000.0,1.0,0.0007876192,0.7737416,0.53203356,0.24170806,0.72140235,12301.0,-1.0175705,-2.628735,2.887862
358,12302.0,26,1990.0,0.0,0.0002738619,0.43196315,0.3178842,0.11407894,0.2989077,12302.0,16.865778,15.054607,22.182274
359,12302.0,26,2000.0,1.0,0.0004258051,0.9675026,0.7211733,0.24632932,0.8476294,12302.0,-2.9856818,-4.273483,1.2216568
360,12401.0,26,1990.0,0.0,0.0003425154,0.37875342,0.31153744,0.067215964,0.5388086,12401.0,16.159678,14.894342,23.245811
361,12401.0,26,2000.0,1.0,0.00042815678,0.72284466,0.5959865,0.12685819,0.7807772,12401.0,-7.5791903,-11.446476,-0.20824161
362,12402.0,26,1990.0,0.0,0.0003456345,0.48710462,0.36082616,0.12627845,0.28083467,12402.0,15.988016,14.9086,23.27652
363,12402.0,26,2000.0,1.0,0.00052671996,0.9790439,0.7745354,0.20450854,0.72804964,12402.0,-7.369109,-11.052949,-0.6319455
364,12501.0,39,1990.0,0.0,0.0047350503,1.2950448,0.88618064,0.4088642,0.6037791,12501.0,10.631132,6.729841,18.64953
365,12501.0,39,2000.0,1.0,0.005940819,1.2010621,0.83047515,0.37058687,1.6569465,12501.0,-4.902363,-7.912772,-0.06655284
366,12502.0,39,1990.0,0.0,0.00039708937,2.9545584,1.2914069,1.6631514,0.74034375,12502.0,17.712498,13.308859,25.310183
367,12502.0,39,2000.0,1.0,0.00055033737,2.4053895,1.3096323,1.0957572,1.8611834,12502.0,-6.5081463,-8.229188,-3.039837
368,12600.0,18,1990.0,0.0,0.00042424002,1.3476923,0.8972203,0.45047203,1.0380052,12600.0,14.086199,11.713648,20.251322
369,12600.0,18,2000.0,1.0,0.0005196444,1.8578817,1.2001866,0.657695,2.7050645,12600.0,-0.46185082,-5.237784,8.05521
370,12701.0,39,1990.0,0.0,0.007279125,1.4110935,0.8261818,0.5849117,0.62995416,12701.0,15.517569,12.706041,20.881462
371,12701.0,39,2000.0,1.0,0.009763036,1.0330536,0.67082334,0.3622303,1.5067469,12701.0,1.2883459,-2.185413,7.021018
372,12702.0,21,1990.0,0.0,0.00020351363,9.982822,2.9165678,7.066254,3.214537,12702.0,19.243288,17.97347,21.222544
373,12702.0,21,2000.0,1.0,0.00026801988,5.4987607,1.8380208,3.66074,5.1831017,12702.0,-0.62635964,-5.656583,7.169791
374,12800.0,18,1990.0,0.0,0.00048388512,5.6951036,2.8374267,2.8576767,0.97740984,12800.0,13.14311,10.8778,19.631147
375,12800.0,18,2000.0,1.0,0.0006784248,2.7919505,1.5402194,1.251731,2.2978003,12800.0,-0.10456358,-1.2756075,2.7827535
376,12901.0,21,1990.0,0.0,0.0018258492,1.2307525,0.8069317,0.4238208,1.028334,12901.0,16.398811,14.139652,19.449377
377,12901.0,21,2000.0,1.0,0.0026168618,1.8086532,1.0625197,0.7461335,1.4924105,12901.0,3.696237,-0.48760003,8.489676
378,12902.0,21,1990.0,0.0,0.00014018753,0.7807223,0.523414,0.25730827,3.5007231,12902.0,19.243288,17.97347,21.222544
379,12902.0,21,2000.0,1.0,0.00020350888,3.988915,1.6571996,2.3317153,4.4173403,12902.0,-0.62635964,-5.656583,7.169791
380,12903.0,21,1990.0,0.0,0.00030693098,0.8472739,0.50045335,0.34682053,2.2046227,12903.0,22.874832,23.097277,23.399258
381,12903.0,21,2000.0,1.0,0.00043158734,1.5552608,0.94064105,0.6146198,2.95617,12903.0,3.8217134,-2.1030562,11.598383
382,13000.0,21,1990.0,0.0,0.0006561179,0.5496646,0.32908267,0.22058198,0.99057525,13000.0,20.611572,22.965813,22.991371
383,13000.0,21,2000.0,1.0,0.0008807503,1.4125588,0.8348124,0.57774633,1.4278848,13000.0,2.4187906,2.4021695,4.2868342
384,13101.0,21,1990.0,0.0,0.004070182,1.1260285,0.6765544,0.44947425,0.49131364,13101.0,16.412067,13.261652,21.802425
385,13101.0,21,2000.0,1.0,0.0055335956,1.0100118,0.67398214,0.33602974,1.3400594,13101.0,3.2173567,0.3445489,7.5815744
386,13102.0,18,1990.0,0.0,0.00018173143,5.591229,2.2622008,3.329028,1.1874056,13102.0,17.000532,16.146612,20.980978
387,13102.0,18,2000.0,1.0,0.00025196013,3.6503587,1.9072106,1.7431481,2.585935,13102.0,0.2763612,-0.57213646,3.3901076
388,13103.0,21,1990.0,0.0,0.00023150808,0.7551806,0.24494666,0.51023394,0.48390025,13103.0,20.156336,18.269444,24.371815
